RecordID,MAK,BaseMAK,Address,Suite,City,State,HouseNumber,StreetPreDirection,StreetName,StreetSuffix,StreetPostDirection,SuiteType,SuiteNumber,ZipCode,ZipCodePlus4,Latitude,Longitude,CensusKey,CensusKeyDecennial,GeoLevel,PlaceCode,ElevationInMeters
71,1036634609,1935163155,10 Via Amistosa,Apt B,Rancho Santa Margarita,CA,10,,Via Amistosa,,,Apt,B,92688,1927,33.646820,-117.579813,060590320552001,060590320552001,Rooftop,0659587,344.31
72,1037213549,1465166719,22751 El Prado,Apt 7108,Rancho Santa Margarita,CA,22751,,El Prado,,,Apt,7108,92688,3839,33.632943,-117.597520,060590320544015,060590320544015,Rooftop,0659587,291.17
73,1037360258,,24 Montana Del Lago Dr,,Rancho Santa Margarita,CA,24,,Montana Del Lago,Dr,,,,92688,1365,33.649029,-117.585770,060590320512002,060590320512002,Rooftop,0659587,
74,1037537223,,28 Flor De Sol,,Rancho Santa Margarita,CA,28,,Flor De Sol,,,,,92688,1407,33.649939,-117.579484,060590320502011,060590320502011,Rooftop,0659587,352.51
75,1037989762,,233 Montana Del Lago Dr,,Rancho Santa Margarita,CA,233,,Montana Del Lago,Dr,,,,92688,1361,33.650426,-117.585461,060590320512002,060590320512002,Rooftop,0659587,342.05
76,1038429627,,122 Bloomfield Ln,,Rancho Santa Margarita,CA,122,,Bloomfield,Ln,,,,92688,8748,33.582249,-117.624962,060590320654013,060590320654013,Rooftop,0640526,
77,1038604728,,40 Via Cordoba,,Rancho Santa Margarita,CA,40,,Via Cordoba,,,,,92688,2338,33.640315,-117.588438,060590320542001,060590320542001,Rooftop,0659587,309.73
78,1039000422,1748370077,PO Box 80878,,Rancho Santa Margarita,CA,80878,,PO Box,,,,,92688,0878,33.636760,-117.609379,060590320531004,060590320531004,Rooftop,0659587,277.64
79,1039305818,,4 San Anselmo,,Rancho Santa Margarita,CA,4,,San Anselmo,,,,,92688,2504,33.639517,-117.621593,060590320343001,060590320343001,Rooftop,0659587,275.53
80,1040005201,1465166719,22751 El Prado,Apt 7211,Rancho Santa Margarita,CA,22751,,El Prado,,,Apt,7211,92688,3840,33.632943,-117.597520,060590320544015,060590320544015,Rooftop,0659587,291.17
81,1040043651,1748370077,PO Box 80965,,Rancho Santa Margarita,CA,80965,,PO Box,,,,,92688,0965,33.636760,-117.609379,060590320531004,060590320531004,Rooftop,0659587,277.64
82,1040233528,5881891647,29752 Melinda Rd,Apt 814,Rancho Santa Margarita,CA,29752,,Melinda,Rd,,Apt,814,92688,3459,33.652520,-117.609879,060590320494011,060590320494011,Rooftop,0659587,318.72
83,1041060298,,4 Via Ermitas,,Rancho Santa Margarita,CA,4,,Via Ermitas,,,,,92688,2968,33.620449,-117.614235,060590320533005,060590320533005,Rooftop,0659587,250.01
84,1041384477,1748370077,PO Box 80478,,Rancho Santa Margarita,CA,80478,,PO Box,,,,,92688,0478,33.636760,-117.609379,060590320531004,060590320531004,Rooftop,0659587,277.64
85,1041696366,,24 San Bonifacio,,Rancho Santa Margarita,CA,24,,San Bonifacio,,,,,92688,2534,33.640967,-117.622901,060590320343001,060590320343001,Rooftop,0659587,293.37
86,1042194318,7958392597,29851 Aventura,Unit 80024,Rancho Santa Margarita,CA,29851,,Aventura,,,Unit,80024,92688,8201,33.636760,-117.609379,060590320531004,060590320531004,Rooftop,0659587,277.64
87,1042209524,,38 Sunnydale Ln,,Rancho Santa Margarita,CA,38,,Sunnydale,Ln,,,,92688,5569,33.586251,-117.625218,060590320653005,060590320653005,Rooftop,0640526,215.53
88,1042471169,,33 Legacy Way,,Rancho Santa Margarita,CA,33,,Legacy,Way,,,,92688,5565,33.589462,-117.627456,060590320653005,060590320653005,Rooftop,0640526,204.05
89,1043536091,1748370077,PO Box 80541,,Rancho Santa Margarita,CA,80541,,PO Box,,,,,92688,0541,33.636760,-117.609379,060590320531004,060590320531004,Rooftop,0659587,277.64
90,1043664835,,47 Ledgewood Dr,,Rancho Santa Margarita,CA,47,,Ledgewood,Dr,,,,92688,5543,33.587456,-117.625106,060590320653005,060590320653005,Rooftop,0640526,222.30
91,1044369765,,19 Snowberry,,Rancho Santa Margarita,CA,19,,Snowberry,,,,,92688,1260,33.652699,-117.592416,060590320503006,060590320503006,Rooftop,0659587,330.33
92,1045137458,,16 La Cueva,,Rancho Santa Margarita,CA,16,,La Cueva,,,,,92688,1639,33.648277,-117.591545,060590320513002,060590320513002,Rooftop,0659587,325.02
93,1045172227,,24 Los Picos,,Rancho Santa Margarita,CA,24,,Los Picos,,,,,92688,1623,33.649098,-117.589399,060590320513002,060590320513002,Rooftop,0659587,333.84
94,1045970118,1748370077,PO Box 80220,,Rancho Santa Margarita,CA,80220,,PO Box,,,,,92688,0220,33.636760,-117.609379,060590320531004,060590320531004,Rooftop,0659587,277.64
95,1046265528,,7 Shasta Ct,,Rancho Santa Margarita,CA,7,,Shasta,Ct,,,,92688,5545,33.587976,-117.622761,060590320653001,060590320653001,Rooftop,0640526,235.43
96,1047228417,7958392597,29851 Aventura,Unit 80915,Rancho Santa Margarita,CA,29851,,Aventura,,,Unit,80915,92688,8237,33.636760,-117.609379,060590320531004,060590320531004,Rooftop,0659587,277.64
97,1047570052,,37 Carnation,,Rancho Santa Margarita,CA,37,,Carnation,,,,,92688,1454,33.650902,-117.579489,060590320502012,060590320502012,Rooftop,0659587,354.08
98,1048977370,,10 Vista Sabana,,Rancho Santa Margarita,CA,10,,Vista Sabana,,,,,92688,2908,33.618137,-117.618042,060590320532000,060590320532000,Rooftop,0659587,
99,1049588914,,115 Tierra Plano,,Rancho Santa Margarita,CA,115,,Tierra Plano,,,,,92688,3229,33.654748,-117.614729,060590320492008,060590320492008,Rooftop,0659587,338.67
100,1049737685,,5 Via Neblina,,Rancho Santa Margarita,CA,5,,Via Neblina,,,,,92688,3318,33.652054,-117.618578,060590320484001,060590320484001,Rooftop,0659587,332.41
101,1050250151,,19 Lobelia,,Rancho Santa Margarita,CA,19,,Lobelia,,,,,92688,1028,33.656608,-117.586749,060590320501001,060590320501001,Rooftop,0659587,347.79
102,1051917812,,33 Feldspar Way,,Rancho Santa Margarita,CA,33,,Feldspar,Way,,,,92688,3518,33.646728,-117.612422,060590320493000,060590320493000,Rooftop,0659587,303.50
103,1051990786,,51 San Angelo,,Rancho Santa Margarita,CA,51,,San Angelo,,,,,92688,2416,33.636755,-117.588844,060590320553010,060590320553010,Rooftop,0659587,314.45
104,1052764040,,48 Paseo Viento,,Rancho Santa Margarita,CA,48,,Paseo Viento,,,,,92688,3351,33.652428,-117.612556,060590320492003,060590320492003,Rooftop,0659587,
105,1053128173,,25 Shea Rdg,,Rancho Santa Margarita,CA,25,,Shea,Rdg,,,,92688,8710,33.583231,-117.623051,060590320654012,060590320654012,Rooftop,0640526,215.76
106,1053263424,,1 Conchito,,Rancho Santa Margarita,CA,1,,Conchito,,,,,92688,2752,33.626960,-117.613816,060590320531007,060590320531007,Rooftop,0659587,269.90
107,1053286400,,4 Calle Rienda,,Rancho Santa Margarita,CA,4,,Calle Rienda,,,,,92688,1972,33.645671,-117.583110,060590320554005,060590320554005,Rooftop,0659587,335.78
108,1053607752,,15 Crucillo,,Rancho Santa Margarita,CA,15,,Crucillo,,,,,92688,1234,33.650774,-117.590847,060590320503008,060590320503008,Rooftop,0659587,332.55
109,1053728893,,10 Woodsong,,Rancho Santa Margarita,CA,10,,Woodsong,,,,,92688,5503,33.597556,-117.621675,060590320653001,060590320653001,Rooftop,0640526,224.52
110,1053825423,1748370077,PO Box 80039,,Rancho Santa Margarita,CA,80039,,PO Box,,,,,92688,0039,33.636760,-117.609379,060590320531004,060590320531004,Rooftop,0659587,277.64
111,1054239859,,59 Montana Del Lago Dr,,Rancho Santa Margarita,CA,59,,Montana Del Lago,Dr,,,,92688,1364,33.649288,-117.585915,060590320512002,060590320512002,Rooftop,0659587,
112,1054637789,1465166719,22751 El Prado,Apt 6201,Rancho Santa Margarita,CA,22751,,El Prado,,,Apt,6201,92688,3835,33.632943,-117.597520,060590320544015,060590320544015,Rooftop,0659587,291.17
113,1055231550,,40 Mancera,,Rancho Santa Margarita,CA,40,,Mancera,,,,,92688,2717,33.625304,-117.616267,060590320531007,060590320531007,Rooftop,0659587,272.30
114,1055276630,,2 Primula,,Rancho Santa Margarita,CA,2,,Primula,,,,,92688,1026,33.656351,-117.587284,060590320501001,060590320501001,Rooftop,0659587,347.47
115,1055524758,1748370077,PO Box 80115,,Rancho Santa Margarita,CA,80115,,PO Box,,,,,92688,0115,33.636760,-117.609379,060590320531004,060590320531004,Rooftop,0659587,277.64
116,1055724205,,124 Via Contento,,Rancho Santa Margarita,CA,124,,Via Contento,,,,,92688,2991,33.618435,-117.613838,060590320533014,060590320533014,Rooftop,0659587,
117,1056586817,,36 Ledgewood Dr,,Rancho Santa Margarita,CA,36,,Ledgewood,Dr,,,,92688,5539,33.588446,-117.624862,060590320653005,060590320653005,Rooftop,0640526,221.30
118,1056766448,,22982 Arroyo Vis,,Rancho Santa Margarita,CA,22982,,Arroyo,Vis,,,,92688,2600,33.628399,-117.606812,060590320531030,060590320531030,Rooftop,0659587,271.31
119,1057127047,,32 Tierra Seguro,,Rancho Santa Margarita,CA,32,,Tierra Seguro,,,,,92688,3237,33.653469,-117.616631,060590320492003,060590320492003,Rooftop,0659587,
120,1057169499,,54 Paseo Del Sol,,Rancho Santa Margarita,CA,54,,Paseo Del Sol,,,,,92688,3104,33.648022,-117.623795,060590320483000,060590320483000,Rooftop,0659587,
121,1058500996,,24 Via Boyero,,Rancho Santa Margarita,CA,24,,Via Boyero,,,,,92688,3359,33.650639,-117.616304,060590320484001,060590320484001,Rooftop,0659587,325.04
122,1059040278,9822202563,22482 Alma Aldea,Apt 215,Rancho Santa Margarita,CA,22482,,Alma Aldea,,,Apt,215,92688,2836,33.635324,-117.593574,060590320543004,060590320543004,Rooftop,0659587,296.61
123,1059184608,,12 Sarracenia,,Rancho Santa Margarita,CA,12,,Sarracenia,,,,,92688,5401,33.656219,-117.577623,060590320502000,060590320502000,Rooftop,0659587,367.62
124,1059445564,,32 Vista Lago,,Rancho Santa Margarita,CA,32,,Vista Lago,,,,,92688,1317,33.653114,-117.585266,060590320512002,060590320512002,Rooftop,0659587,
125,1059750872,8222628400,51 Via Amistosa,Apt C,Rancho Santa Margarita,CA,51,,Via Amistosa,,,Apt,C,92688,2209,33.646479,-117.578018,060590320552002,060590320552002,Rooftop,0659587,345.74
126,1059880015,,23266 Arroyo Vis,,Rancho Santa Margarita,CA,23266,,Arroyo,Vis,,,,92688,2610,33.624074,-117.610142,060590320531033,060590320531033,Rooftop,0659587,261.77
127,1061967998,,2 Via Serena,,Rancho Santa Margarita,CA,2,,Via Serena,,,,,92688,1729,33.644403,-117.597608,060590320511008,060590320511008,Rooftop,0659587,303.40
128,1062183225,,54 Via Serena,,Rancho Santa Margarita,CA,54,,Via Serena,,,,,92688,1736,33.644239,-117.596975,060590320511008,060590320511008,Interpolated,0659587,304.85
129,1062271550,,5 Mohave Way,,Rancho Santa Margarita,CA,5,,Mohave,Way,,,,92688,1821,33.646436,-117.587979,060590320554002,060590320554002,Rooftop,0659587,330.65
130,1062382527,,15 Aliento,,Rancho Santa Margarita,CA,15,,Aliento,,,,,92688,1126,33.649993,-117.587346,060590320514001,060590320514001,Interpolated,0659587,339.95
131,1062563467,,18 Rana,,Rancho Santa Margarita,CA,18,,Rana,,,,,92688,1531,33.646689,-117.598519,060590320503018,060590320503018,Rooftop,0659587,306.76
132,1062857528,,17 Edelweiss,,Rancho Santa Margarita,CA,17,,Edelweiss,,,,,92688,8714,33.580755,-117.627296,060590320654006,060590320654006,Rooftop,0640526,213.57
133,1063216108,,37 Sevilla,,Rancho Santa Margarita,CA,37,,Sevilla,,,,,92688,2940,33.635401,-117.599153,060590320544006,060590320544006,Rooftop,0659587,295.42
134,1063378355,1748370077,PO Box 80603,,Rancho Santa Margarita,CA,80603,,PO Box,,,,,92688,0603,33.636760,-117.609379,060590320531004,060590320531004,Rooftop,0659587,277.64
135,1064364981,3619921836,22312 El Paseo,Ste I,Rancho Santa Margarita,CA,22312,,El Paseo,,,Ste,I,92688,5805,33.638919,-117.593573,060590320541009,060590320541009,Interpolated,0659587,305.76
136,1064783480,,38 Via Solano,,Rancho Santa Margarita,CA,38,,Via Solano,,,,,92688,1330,33.654849,-117.587308,060590320503002,060590320503002,Rooftop,0659587,344.04
137,1065801654,,38 Vista La Cuesta,,Rancho Santa Margarita,CA,38,,Vista La Cuesta,,,,,92688,1001,33.656094,-117.583282,060590320501003,060590320501003,Rooftop,0659587,
138,1067210343,,228 Montana Del Lago Dr,,Rancho Santa Margarita,CA,228,,Montana Del Lago,Dr,,,,92688,1356,33.649906,-117.584709,060590320512002,060590320512002,Rooftop,0659587,
139,1067355599,9822202563,22482 Alma Aldea,Apt 70,Rancho Santa Margarita,CA,22482,,Alma Aldea,,,Apt,70,92688,2841,33.635324,-117.593574,060590320543004,060590320543004,Rooftop,0659587,296.61
140,1067413112,,39 Via Hermosa,,Rancho Santa Margarita,CA,39,,Via Hermosa,,,,,92688,1948,33.646370,-117.582451,060590320551001,060590320551001,Rooftop,0659587,
141,1067602825,,24 Vista Barranca,,Rancho Santa Margarita,CA,24,,Vista Barranca,,,,,92688,1005,33.656479,-117.584480,060590320501003,060590320501003,Rooftop,0659587,353.91
142,1068483614,1748370077,PO Box 80394,,Rancho Santa Margarita,CA,80394,,PO Box,,,,,92688,0394,33.636760,-117.609379,060590320531004,060590320531004,Rooftop,0659587,277.64
143,1069308523,,4 Altivo,,Rancho Santa Margarita,CA,4,,Altivo,,,,,92688,3441,33.663582,-117.611588,060590320494000,060590320494000,Rooftop,0659587,
144,1069617237,,40 Santa Teresa,,Rancho Santa Margarita,CA,40,,Santa Teresa,,,,,92688,2548,33.633153,-117.625446,060590320343000,060590320343000,Rooftop,0659587,283.15
145,1069844812,,235 Pasto Rico,,Rancho Santa Margarita,CA,235,,Pasto Rico,,,,,92688,2924,33.622223,-117.613411,060590320533001,060590320533001,Rooftop,0659587,
146,1070094957,,15 Gaviota,,Rancho Santa Margarita,CA,15,,Gaviota,,,,,92688,1609,33.648487,-117.589615,060590320514000,060590320514000,Rooftop,0659587,
147,1070204265,,12 Via Terrano,,Rancho Santa Margarita,CA,12,,Via Terrano,,,,,92688,2320,33.640617,-117.588188,060590320542001,060590320542001,Rooftop,0659587,
